"","ResponseId","income","exp1_tech_cons"
"2137","R_cHEI7I9SXuvwvwR","601€ - 900€","601€ - 900€"
"2138","R_1Lq9T6xRpPVuBr8","901€ - 1.200€","901€ - 1.200€"
"2139","R_3PjM97VXMy9Ugt2","600€ or less","600€ or less"
"2140","R_2VxMM7FwHnsYkN7","2.101€ - 2.400€","2.101€ - 2.400€"
"2141","R_bBnwSep2HR530Fr","1.501€ - 1.800€","1.501€ - 1.800€"
"2142","R_3PC3S1CWCcl0q3E","1.501€ - 1.800€","1.501€ - 1.800€"
"2143","R_rptSU7oioxzhHWx","1.201€ - 1.500€","1.201€ - 1.500€"
"2144","R_1Hk47d9KDUEGHQI","1.201€ - 1.500€","1.201€ - 1.500€"
"2145","R_1FFIp7O0QFgJhjY","1.801€ - 2.100€","1.801€ - 2.100€"
"2146","R_2qyhdTQcHHZPW7S","601€ - 900€","601€ - 900€"
"2147","R_3GuB5k8UO2PmDd7","600€ or less","600€ or less"
"2148","R_1NluE23W6NdU5po","1.801€ - 2.100€","1.801€ - 2.100€"
"2149","R_3GiWiRtMt5cH9de","1.801€ - 2.100€","1.801€ - 2.100€"
"2150","R_pg5PvAcn5cdM4w1","901€ - 1.200€","901€ - 1.200€"
"2151","R_2dLtYeMmBuUWbMq","2.101€ - 2.400€","2.101€ - 2.400€"
"2152","R_3dEa0ojPImBT4UK","901€ - 1.200€","901€ - 1.200€"
"2153","R_217aXyeZVqSnOyY","901€ - 1.200€","901€ - 1.200€"
"2154","R_239T8lL5SmwiGH9","1.201€ - 1.500€","1.201€ - 1.500€"
"2155","R_1mP260nnc3VSRdb","1.501€ - 1.800€","1.501€ - 1.800€"
"2156","R_3MJA0uCzu1xmJuV","601€ - 900€","601€ - 900€"
"2157","R_1g56BF5qWsHKnpO","1.201€ - 1.500€","1.201€ - 1.500€"
"2158","R_1NEzD2KsVAYYKwm","1.201€ - 1.500€","1.201€ - 1.500€"
"2159","R_1Nf6gD4HacfSqXE","1.201€ - 1.500€","1.201€ - 1.500€"
"2160","R_2zowFUhiyzCWkoR","More than 3.550€","More than 3.550€"
"2161","R_3qlphJZdun1bRX7","2.101€ - 2.400€","2.101€ - 2.400€"
"2162","R_SCtPzOYOYSmY02B","601€ - 900€","601€ - 900€"
"2163","R_2rN7LhDFJWGtfGz","2.101€ - 2.400€","2.101€ - 2.400€"
"2164","R_1K9GJbNWrBLCCTP","1.501€ - 1.800€","1.501€ - 1.800€"
"2165","R_Ceiqis3cxp5fzZn","600€ or less","600€ or less"
"2166","R_bqQV73ctTDBSS6l","1.201€ - 1.500€","1.201€ - 1.500€"
"2167","R_1dKUAvH9IPAL2is","601€ - 900€","601€ - 900€"
"2168","R_231895SLA8wdDnq","1.501€ - 1.800€","1.501€ - 1.800€"
"2169","R_2R4f86LmmVqv4QQ","1.501€ - 1.800€","1.501€ - 1.800€"
"2170","R_2pSlj49MhtZh0LL","901€ - 1.200€","901€ - 1.200€"
"2171","R_2teSwyd4BcP5qvy","600€ or less","600€ or less"
"2172","R_3CKuKONjeUCODeJ","601€ - 900€","601€ - 900€"
"2173","R_2zZIcBdFkrBabY8","601€ - 900€","601€ - 900€"
"2174","R_3Ek0HLgFuKuu0BX","1.201€ - 1.500€","1.201€ - 1.500€"
"2175","R_2VDgxqcZVBTdfob","901€ - 1.200€","901€ - 1.200€"
"2176","R_1Kvf0HOdJWG53xs","600€ or less","600€ or less"
"2177","R_3qOM51SsxfwAx6V","1.501€ - 1.800€","1.501€ - 1.800€"
"2178","R_2Sw34SQH2w3MRIj","901€ - 1.200€","901€ - 1.200€"
"2179","R_3F539w0uOZFomad","901€ - 1.200€","901€ - 1.200€"
"2180","R_0BR7G1GcDIwNz0t","1.501€ - 1.800€","1.501€ - 1.800€"
"2181","R_2AM5XPd6UJ2FkIn","600€ or less","600€ or less"
"2182","R_308XvsYu7CVjCVj","600€ or less","600€ or less"
"2183","R_dpcc29kDKkVFqOl","1.801€ - 2.100€","1.801€ - 2.100€"
"2184","R_3PFuzYDX5X5j4IB","1.201€ - 1.500€","1.201€ - 1.500€"
"2185","R_1PbCtK0LbHzYG9g","1.501€ - 1.800€","1.501€ - 1.800€"
"2186","R_27pzhuRod2p1w6T","600€ or less","600€ or less"
"2187","R_1C2agsh5lhku2vf","600€ or less","600€ or less"
"2188","R_33xmj6M7peUoet7","1.501€ - 1.800€","1.501€ - 1.800€"
"2189","R_2xKMs3ILHJgHSY2","1.201€ - 1.500€","1.201€ - 1.500€"
"2190","R_3ptcuhmmL01ZmVw","1.801€ - 2.100€","1.801€ - 2.100€"
"2191","R_3oLB8Z6hh2PsBUy","601€ - 900€","601€ - 900€"
"2192","R_2X4E6mwrbFk4v1s","1.501€ - 1.800€","1.501€ - 1.800€"
"2193","R_u1H8WSrOJrgdP0t","1.201€ - 1.500€","1.201€ - 1.500€"
"2194","R_41MI84UP3Ef56dr","1.501€ - 1.800€","1.501€ - 1.800€"
"2195","R_2agXZtMwS389bMQ","1.201€ - 1.500€","1.201€ - 1.500€"
"2196","R_VPTVm2QdUqeEmBP","1.501€ - 1.800€","1.501€ - 1.800€"
"2197","R_XH6Dd3Ey451gWv7","1.201€ - 1.500€","1.201€ - 1.500€"
"2198","R_3p3WyQerRD0OMQI","901€ - 1.200€","901€ - 1.200€"
"2199","R_3MRTCYv3Eq6Nhcs","601€ - 900€","601€ - 900€"
"2200","R_3k641qirlmxENKZ","1.801€ - 2.100€","1.801€ - 2.100€"
"2201","R_9p2rZBEnsPnPJvP","1.201€ - 1.500€","1.201€ - 1.500€"
"2202","R_AvZFzixbOuqjnvX","901€ - 1.200€","901€ - 1.200€"
"2203","R_2xR9uNm9NWeIqgF","901€ - 1.200€","901€ - 1.200€"
"2204","R_3PHxhwh2CDHvR3U","601€ - 900€","601€ - 900€"
"2205","R_2VezdTEuQEozGyc","600€ or less","600€ or less"
"2206","R_33wN5V8VFMiYS2c","600€ or less","600€ or less"
"2207","R_5mSzr69w1BYX2o1","600€ or less","600€ or less"
"2208","R_2zOB0qjIrEGHCTj","1.201€ - 1.500€","1.201€ - 1.500€"
"2209","R_6nUMHGAY9NFxyWB","600€ or less","600€ or less"
"2210","R_vfqWEdRbQxAdsvT","2.301€ - 2.750€","2.301€ - 2.750€"
"2211","R_3EuIzd5O6j1ktRH","600€ or less","600€ or less"
"2212","R_2f3w5VEelgtCKup","600€ or less","600€ or less"
"2213","R_x3CSA1oXMFUiPSN","601€ - 900€","601€ - 900€"
"2214","R_3KNEzagTIZftn7n","600€ or less","600€ or less"
"2215","R_3HIGRVmvySkNgaU","2.101€ - 2.400€","2.101€ - 2.400€"
"2216","R_Z2xx7qf5Beh4Ljr","2.101€ - 2.400€","2.101€ - 2.400€"
"2217","R_1iePEuksrkFBvCg","600€ or less","600€ or less"
"2218","R_28ZqEYLFMjz6Oks","600€ or less","600€ or less"
"2219","R_w6GLHtREfvZghot","1.201€ - 1.500€","1.201€ - 1.500€"
"2220","R_1QGYqF4BNb1klQM","2.751€ - 3.550€","2.751€ - 3.550€"
"2221","R_3ERohODYWrYCrxk","600€ or less","600€ or less"
"2222","R_2TvIY5sJpy0E2dr","600€ or less","600€ or less"
"2223","R_2YXiAkHOAlxcjqz","600€ or less","600€ or less"
"2224","R_vZXRnavnS2iqh4l","1.501€ - 1.800€","1.501€ - 1.800€"
"2225","R_sbQffXrgGBA0BYB","1.501€ - 1.800€","1.501€ - 1.800€"
"2226","R_27KdRIUDK6wDa9a","600€ or less","600€ or less"
"2227","R_XN8QfS60d9oFJOV","600€ or less","600€ or less"
"2228","R_STrAclSk47QWsmd","1.501€ - 1.800€","1.501€ - 1.800€"
"2229","R_3EMtJeIBvHrJpaK","1.501€ - 1.800€","1.501€ - 1.800€"
"2230","R_1CkowQSwcbPqOyP","1.801€ - 2.100€","1.801€ - 2.100€"
"2231","R_2B2TsiXlE64syaq","901€ - 1.200€","901€ - 1.200€"
"2232","R_3HLkqiirEh9nGSh","601€ - 900€","601€ - 900€"
"2233","R_OB6ok1SiTe9k5CF","1.201€ - 1.500€","1.201€ - 1.500€"
"2234","R_1LBQLWtXqF7qUZ8","1.801€ - 2.100€","1.801€ - 2.100€"
"2235","R_269Zyli6NqPNfET","901€ - 1.200€","901€ - 1.200€"
"2236","R_3Ld82UJmzMbByjE","1.201€ - 1.500€","1.201€ - 1.500€"
"2237","R_3EbPSKJNZCAYVir","1.201€ - 1.500€","1.201€ - 1.500€"
"2238","R_2q8gc7Nn5LshYlF","600€ or less","600€ or less"
"2239","R_1hRRmr5yp4ETXiJ","600€ or less","600€ or less"
"2240","R_2zvF565HXnTIZTu","901€ - 1.200€","901€ - 1.200€"
"2241","R_1N3mwlHm5LWoQmd","2.101€ - 2.400€","2.101€ - 2.400€"
"2242","R_WrE8jhGIK62mBDH","1.201€ - 1.500€","1.201€ - 1.500€"
"2243","R_11YOzHM2NAYTZbb","901€ - 1.200€","901€ - 1.200€"
"2244","R_rfIhlJnMftY04a5","600€ or less","600€ or less"
"2245","R_1LjLyGIPFyygowg","600€ or less","600€ or less"
"2246","R_9TuJetEzxKdT1lL","901€ - 1.200€","901€ - 1.200€"
"2247","R_1JD6TZdrcdrbOq4","1.201€ - 1.500€","1.201€ - 1.500€"
"2248","R_3JDlnNrgjv6L9Z9","601€ - 900€","601€ - 900€"
"2249","R_2rJCzzRUuaOXqLm","600€ or less","600€ or less"
"2250","R_RJDvozenXFBngqt","600€ or less","600€ or less"
"2251","R_3rUvEeRpVZADPQe","601€ - 900€","601€ - 900€"
"2252","R_3VlhbaPYgWOdGSJ","1.801€ - 2.100€","1.801€ - 2.100€"
"2253","R_29axDvCU6GxqNru","601€ - 900€","601€ - 900€"
"2254","R_3R2zVkbegCVrcYr","601€ - 900€","601€ - 900€"
"2255","R_1dudhtIlJiYBZrc","600€ or less","600€ or less"
"2256","R_1lgJFlvqS86Kefe","601€ - 900€","601€ - 900€"
"2257","R_2bPJHq73KJOmNkS","901€ - 1.200€","901€ - 1.200€"
"2258","R_1dvrFxLjCvf6cHV","901€ - 1.200€","901€ - 1.200€"
"2259","R_3snNSBQGGcsk5QF","901€ - 1.200€","901€ - 1.200€"
"2260","R_2RQ99VExU3zDrWP","600€ or less","600€ or less"
"2261","R_3ewx232EVZDBLul","600€ or less","600€ or less"
"2262","R_1ZjpmcNDXi5CMet","1.801€ - 2.100€","1.801€ - 2.100€"
"2263","R_32Q4VqP6yh4Jtxh","More than 3.550€","More than 3.550€"
"2264","R_1fjAomQPWGo1CtT","1.801€ - 2.100€","1.801€ - 2.100€"
"2265","R_2VDuTuCzQn7JRRm","1.201€ - 1.500€","1.201€ - 1.500€"
"2266","R_1gGfJNUtaDfF24c","2.101€ - 2.400€","2.101€ - 2.400€"
"2267","R_270TNwAQUwcTklr","1.501€ - 1.800€","1.501€ - 1.800€"
"2268","R_51O969Qz2YhSNjz","601€ - 900€","601€ - 900€"
"2269","R_3siCjsGn7s221NW","600€ or less","600€ or less"
"2270","R_1ohF3NoZSwlDJFy","601€ - 900€","601€ - 900€"
"2271","R_RUIQ4dJ6N3IwKJz","600€ or less","600€ or less"
"2272","R_31meRzrPN6ENfvC","901€ - 1.200€","901€ - 1.200€"
"2273","R_rj1oVjSuSvPBOkp","2.751€ - 3.550€","2.751€ - 3.550€"
"2274","R_1eVOpKvvuKVwLLU","1.801€ - 2.100€","1.801€ - 2.100€"
"2275","R_Di1lcIbQUM2By7L","601€ - 900€","601€ - 900€"
"2276","R_1NE8bCjA10CadII","600€ or less","600€ or less"
"2277","R_2e21zQ5iGn5L3HE","1.801€ - 2.100€","1.801€ - 2.100€"
"2278","R_DkSgCQBVj0H99U5","600€ or less","600€ or less"
"2279","R_yNIATvNyA94EY6t","601€ - 900€","601€ - 900€"
"2280","R_28GSbYscSaOtBOM","More than 3.550€","More than 3.550€"
"2281","R_1FA26w8VAXEpinW","1.201€ - 1.500€","1.201€ - 1.500€"
"2282","R_1rwuMAgwtmf2jUk","901€ - 1.200€","901€ - 1.200€"
"2283","R_2aKxEboA5ftDgFh","600€ or less","600€ or less"
"2284","R_10vDG6Lxrlr3FFa","901€ - 1.200€","901€ - 1.200€"
"2285","R_1kMsQl2QDr0uxYu","1.501€ - 1.800€","1.501€ - 1.800€"
"2286","R_1irMTz4CjzmA7MB","600€ or less","600€ or less"
"2287","R_vxeUhFoXjUtYeZP","601€ - 900€","601€ - 900€"
"2288","R_2EsHW8n9uxyQFzk","2.751€ - 3.550€","2.751€ - 3.550€"
"2289","R_3lJNlgSnFuJjCF5","901€ - 1.200€","901€ - 1.200€"
"2290","R_1GfZwkL66JQ8Bkl","2.301€ - 2.750€","2.301€ - 2.750€"
"2291","R_2QhoNBGQT1YHi6g","1.501€ - 1.800€","1.501€ - 1.800€"
"2292","R_2aRhnJnAjY8WQYV","1.201€ - 1.500€","1.201€ - 1.500€"
"2293","R_1kTCxGao1qTyJZP","1.201€ - 1.500€","1.201€ - 1.500€"
"2294","R_1DDdGi6073JzkXh","601€ - 900€","601€ - 900€"
"2295","R_1ojx1JCVuPHtoAP","601€ - 900€","601€ - 900€"
"2296","R_2tlfWK8V7gRhjmQ","2.301€ - 2.750€","2.301€ - 2.750€"
"2297","R_3nlp4Ay07AtWKlV","1.201€ - 1.500€","1.201€ - 1.500€"
"2298","R_3CVnvSpV6dXjMpP","601€ - 900€","601€ - 900€"
"2299","R_2EbJuEosSJE5vvG","1.201€ - 1.500€","1.201€ - 1.500€"
"2300","R_1DwEDMThRimHn5c","2.751€ - 3.550€","2.751€ - 3.550€"
"2301","R_UW87pL6cCFZvtnz","601€ - 900€","601€ - 900€"
"2302","R_3GoVNtZ4WMiJ8PO","601€ - 900€","601€ - 900€"
"2303","R_27qZhGci4oB3O7h","1.201€ - 1.500€","1.201€ - 1.500€"
"2304","R_riKPRlkmd9jeL7j","1.201€ - 1.500€","1.201€ - 1.500€"
"2305","R_V37Ld2C9v5SSmjv","600€ or less","600€ or less"
"2306","R_Op6nAOz70an5qXD","2.301€ - 2.750€","2.301€ - 2.750€"
"2307","R_2zC5svgA5hSBVoy","600€ or less","600€ or less"
"2308","R_2wiEft6a7UWgt77","600€ or less","600€ or less"
"2309","R_29m32i1QSBTnk7N","601€ - 900€","601€ - 900€"
"2310","R_3KCqWh1MoI4QcvX","1.201€ - 1.500€","1.201€ - 1.500€"
"2311","R_2RWb1veD8XjA9gs","1.501€ - 1.800€","1.501€ - 1.800€"
"2312","R_1mseQvQm1IGUDcj","2.101€ - 2.400€","2.101€ - 2.400€"
"2313","R_1lua2PMAbcNfcQa","901€ - 1.200€","901€ - 1.200€"
"2314","R_1mf9jzJwrDy1gLg","1.501€ - 1.800€","1.501€ - 1.800€"
"2315","R_27B6W1b4NAuKKho","600€ or less","600€ or less"
"2316","R_d0bQ4cGn6XMDOlr","901€ - 1.200€","901€ - 1.200€"
"2317","R_2QoekS4GqHIsKvC","600€ or less","600€ or less"
"2318","R_54pTHm523wKtda9","601€ - 900€","601€ - 900€"
"2319","R_tRGvU8qxKnCngGJ","1.801€ - 2.100€","1.801€ - 2.100€"
"2320","R_2dSiBQ7ykA427nY","2.751€ - 3.550€","2.751€ - 3.550€"
"2321","R_1jq8HLKpYhysVic","901€ - 1.200€","901€ - 1.200€"
"2322","R_UAYwmXQPLG9JYCl","1.801€ - 2.100€","1.801€ - 2.100€"
"2323","R_1KS5L4RtPMQ8TCh","1.201€ - 1.500€","1.201€ - 1.500€"
"2324","R_291jpWsNz9sBS5L","More than 3.550€","More than 3.550€"
"2325","R_7PbhWUZiGuV2rUB","2.101€ - 2.400€","2.101€ - 2.400€"
"2326","R_2cdsKsIo6dHRAPP","2.101€ - 2.400€","2.101€ - 2.400€"
"2327","R_0ozSMZHWjWtW4MN","601€ - 900€","601€ - 900€"
"2328","R_2wnLS4A9BiRGw1q","More than 3.550€","More than 3.550€"
"2329","R_2VJDFrIeMea6rkW","2.751€ - 3.550€","2.751€ - 3.550€"
"2330","R_2zw1vs5rnUPpeFL","600€ or less","600€ or less"
"2331","R_qxTwprjtysmHChz","600€ or less","600€ or less"
"2332","R_ea3Ai34bMAX7A9H","1.801€ - 2.100€","1.801€ - 2.100€"
"2333","R_211lXmMpvu9dmvw","1.501€ - 1.800€","1.501€ - 1.800€"
"2334","R_24BsLphbfBJmoU3","600€ or less","600€ or less"
"2335","R_DjZ1irwE8cH3k41","901€ - 1.200€","901€ - 1.200€"
"2336","R_2QmTRgBhjLnX2ss","2.751€ - 3.550€","2.751€ - 3.550€"
"2337","R_3FLOf8yq2imYIex","1.201€ - 1.500€","1.201€ - 1.500€"
"2338","R_R9NclBgMpPfTuIF","600€ or less","600€ or less"
"2339","R_31vnRLDMnqjJojT","1.501€ - 1.800€","1.501€ - 1.800€"
"2340","R_33lhNnrI25TFz4D","1.501€ - 1.800€","1.501€ - 1.800€"
"2341","R_3h6eARNC8sXPWx3","1.801€ - 2.100€","1.801€ - 2.100€"
"2342","R_25NO6oMVUR2eVWi","901€ - 1.200€","901€ - 1.200€"
"2343","R_3kHCCdml1pza0zZ","2.101€ - 2.400€","2.101€ - 2.400€"
"2344","R_2wjeLOHLVXoQXB4","1.201€ - 1.500€","1.201€ - 1.500€"
"2345","R_yKCQ14uZq3hROiR","901€ - 1.200€","901€ - 1.200€"
"2346","R_3kNfyxYvasbIG7t","601€ - 900€","601€ - 900€"
"2347","R_QbuShf8y5cVTwKB","901€ - 1.200€","901€ - 1.200€"
"2348","R_1pmUVBviYENBN5r","901€ - 1.200€","901€ - 1.200€"
"2349","R_26lkdKHwkaNEBTQ","600€ or less","600€ or less"
"2350","R_2e8zAFNYUUWaqSV","901€ - 1.200€","901€ - 1.200€"
"2351","R_3Jgu2gBCTlYkbkJ","1.801€ - 2.100€","1.801€ - 2.100€"
"2352","R_3fpCQUQGAtPqR9i","2.101€ - 2.400€","2.101€ - 2.400€"
"2353","R_pH6DS38YLwJPAR3","601€ - 900€","601€ - 900€"
"2354","R_2rVhIOYba6qWAS7","2.301€ - 2.750€","2.301€ - 2.750€"
"2355","R_RmAgqQ5RD751ZAd","901€ - 1.200€","901€ - 1.200€"
"2356","R_31KLDKCMYzgixzF","1.501€ - 1.800€","1.501€ - 1.800€"
"2357","R_3hrLXLLxhDGJaJ0","1.501€ - 1.800€","1.501€ - 1.800€"
"2358","R_eE7Ky5lS8QkGc7f","1.501€ - 1.800€","1.501€ - 1.800€"
"2359","R_AuPdSBJNat9SN5D","1.801€ - 2.100€","1.801€ - 2.100€"
"2360","R_2zv7GOJYSpF3KqN","600€ or less","600€ or less"
"2361","R_11dzOUrD7cJZgdF","1.201€ - 1.500€","1.201€ - 1.500€"
"2362","R_Uaxsnmt2pG2Qxyx","1.201€ - 1.500€","1.201€ - 1.500€"
"2363","R_V54ItVqeBfPkV2h","2.751€ - 3.550€","2.751€ - 3.550€"
"2364","R_YbGeXXvhQPiqF9v","600€ or less","600€ or less"
"2365","R_2lr07JZcEmYpeZH","1.201€ - 1.500€","1.201€ - 1.500€"
"2366","R_pfPUu4J7vcmUZNL","901€ - 1.200€","901€ - 1.200€"
"2367","R_AhBOlXefQmKnjOh","601€ - 900€","601€ - 900€"
"2368","R_2cwHtsmUMPD4W3V","600€ or less","600€ or less"
"2369","R_1FnCbDf0c7HSjVK","601€ - 900€","601€ - 900€"
"2370","R_1EhuLBTjqfi6Zfd","601€ - 900€","601€ - 900€"
"2371","R_1GBuj1XR89zB3lw","600€ or less","600€ or less"
"2372","R_dmTQ3GiIaDWO4nf","2.751€ - 3.550€","2.751€ - 3.550€"
"2373","R_1K3wpqiKTX0S6mH","1.501€ - 1.800€","1.501€ - 1.800€"
"2374","R_3CNqICVB79jxKx7","1.201€ - 1.500€","1.201€ - 1.500€"
"2375","R_2VO5iprx5K5Hk8V","2.101€ - 2.400€","2.101€ - 2.400€"
"2376","R_1LhTWO7YKRVp07L","600€ or less","600€ or less"
"2377","R_2S33RBssa7zJ6nR","901€ - 1.200€","901€ - 1.200€"
"2378","R_2dNplibf9gI214l","1.201€ - 1.500€","1.201€ - 1.500€"
"2379","R_2PCfSJqqf2XkniN","2.101€ - 2.400€","2.101€ - 2.400€"
"2380","R_29ccRfsEGAvFgLL","901€ - 1.200€","901€ - 1.200€"
"2381","R_yHGIGz7hvRnSumR","1.201€ - 1.500€","1.201€ - 1.500€"
"2382","R_2rYCnCFDI6c6uKO","1.201€ - 1.500€","1.201€ - 1.500€"
"2383","R_XGQOhcUR0Y7OdlT","1.801€ - 2.100€","1.801€ - 2.100€"
"2384","R_1gApv47W0kM4anS","601€ - 900€","601€ - 900€"
"2385","R_2QMyJWbhFF6sskW","901€ - 1.200€","901€ - 1.200€"
"2386","R_2zJgmdID63IjtNS","1.801€ - 2.100€","1.801€ - 2.100€"
"2387","R_1r67LOyzSUpjdVQ","1.201€ - 1.500€","1.201€ - 1.500€"
"2388","R_bC2gFzwFA4FFYOd","2.751€ - 3.550€","2.751€ - 3.550€"
"2389","R_1jlHy8pKvmDjNQs","1.201€ - 1.500€","1.201€ - 1.500€"
"2390","R_1qVBg00YtypX223","2.751€ - 3.550€","2.751€ - 3.550€"
"2391","R_eVsQr4VbCMTIvQZ","1.801€ - 2.100€","1.801€ - 2.100€"
"2392","R_3lJQaLnzce4FjFY","600€ or less","600€ or less"
"2393","R_3Pq8LwaFtpE5n0J","901€ - 1.200€","901€ - 1.200€"
"2394","R_1g5d4EiSmFUKVUx","1.201€ - 1.500€","1.201€ - 1.500€"
"2395","R_SIhseEUEmuaEzQt","1.201€ - 1.500€","1.201€ - 1.500€"
"2396","R_cOshv6OJbNIm24N","2.101€ - 2.400€","2.101€ - 2.400€"
"2397","R_2CqzTwdaxHbs7ym","1.501€ - 1.800€","1.501€ - 1.800€"
"2398","R_3hlpKw5T7DdYiJk","901€ - 1.200€","901€ - 1.200€"
"2399","R_2qlPWWdY7qkbYqM","2.751€ - 3.550€","2.751€ - 3.550€"
"2400","R_1jwXdiMUe6tHLCf","1.201€ - 1.500€","1.201€ - 1.500€"
"2401","R_1Kv5NBtjEU3UBIr","901€ - 1.200€","901€ - 1.200€"
"2402","R_tRo3RQKlhKgXgB3","600€ or less","600€ or less"
"2403","R_sOsNNlGDvpL95mN","2.751€ - 3.550€","2.751€ - 3.550€"
"2404","R_3CDct645tZKUzdA","1.201€ - 1.500€","1.201€ - 1.500€"
"2405","R_3lySykaEZqWWfYm","601€ - 900€","601€ - 900€"
"2406","R_0POfF6cWAEffqz7","901€ - 1.200€","901€ - 1.200€"
"2407","R_2f1H6jT6jQVsuBQ","600€ or less","600€ or less"
"2408","R_SP0wy84nSs7kp6V","1.201€ - 1.500€","1.201€ - 1.500€"
"2409","R_1doh0nuWSZsAOH1","600€ or less","600€ or less"
"2410","R_b8UtJOhfnOxncMV","1.201€ - 1.500€","1.201€ - 1.500€"
"2411","R_2wtVh0F49DQI1fv","2.101€ - 2.400€","2.101€ - 2.400€"
"2412","R_3hrvTAeO1a8mobH","901€ - 1.200€","901€ - 1.200€"
"2413","R_56AJzZf3Pp5ZqXD","901€ - 1.200€","901€ - 1.200€"
"2414","R_rp8tWbIIWAVGJ5T","601€ - 900€","601€ - 900€"
"2415","R_1rvN3fnGlnOe0Ij","1.501€ - 1.800€","1.501€ - 1.800€"
"2416","R_3Hn895JS02UNaR5","601€ - 900€","601€ - 900€"
"2417","R_2iyag49tzLfuPpD","601€ - 900€","601€ - 900€"
"2418","R_1gkf2qeGLUIa4t1","1.801€ - 2.100€","1.801€ - 2.100€"
"2419","R_3EsaY8vpKBMvkZs","600€ or less","600€ or less"
"2420","R_3fUUttd5FEtw2v4","2.301€ - 2.750€","2.301€ - 2.750€"
"2421","R_1EXJbsqTp5lrzAx","2.101€ - 2.400€","2.101€ - 2.400€"
"2422","R_2uxpBvlkNU6VDMP","2.301€ - 2.750€","2.301€ - 2.750€"
"2423","R_21FljLYHh7Hlchh","600€ or less","600€ or less"
"2424","R_Oqaw1S6rcCaNvRT","1.201€ - 1.500€","1.201€ - 1.500€"
"2425","R_1meFpYJVkYtTRe0","2.751€ - 3.550€","2.751€ - 3.550€"
"2426","R_1CrrXfcGrwg4Qoo","601€ - 900€","601€ - 900€"
"2427","R_2ci5m7dqh8mFVmX","901€ - 1.200€","901€ - 1.200€"
"2428","R_9YwT1A1mohaaOyJ","901€ - 1.200€","901€ - 1.200€"
"2429","R_2qCcj5l4vzfCh5W","2.301€ - 2.750€","2.301€ - 2.750€"
"2430","R_3rSPQt7TaZblDTY","1.501€ - 1.800€","1.501€ - 1.800€"
"2431","R_3lqXxt1XUKk3b9v","2.301€ - 2.750€","2.301€ - 2.750€"
"2432","R_3J9OeMdDUESVW1i","1.201€ - 1.500€","1.201€ - 1.500€"
"2433","R_25ZQC6H5zluPfw0","1.201€ - 1.500€","1.201€ - 1.500€"
"2434","R_2w4X7PhBCKXq54r","600€ or less","600€ or less"
"2435","R_BWnDEMt1UUQmNvb","1.801€ - 2.100€","1.801€ - 2.100€"
"2436","R_1eQo6zWDoCrwdNE","2.101€ - 2.400€","2.101€ - 2.400€"
"2437","R_1NDiKQf0IqCWJiF","More than 3.550€","More than 3.550€"
"2438","R_1NDopO7DoOJvqCU","More than 3.550€","More than 3.550€"
"2439","R_WdN1PxIooNfxY6R","600€ or less","600€ or less"
"2440","R_ylixXJrZX9N8xRn","601€ - 900€","601€ - 900€"
"2441","R_2AZSFxF2p0opflD","1.201€ - 1.500€","1.201€ - 1.500€"
"2442","R_3fPkbcX0pCciXBV","1.501€ - 1.800€","1.501€ - 1.800€"
"2443","R_WodZrTHtXFu9U7n","1.201€ - 1.500€","1.201€ - 1.500€"
"2444","R_1MXRltQjc9SjuqG","600€ or less","600€ or less"
"2445","R_1k08y8yWy1lJysP","600€ or less","600€ or less"
"2446","R_wNQzeJnx4XELzDX","2.751€ - 3.550€","2.751€ - 3.550€"
"2447","R_3CCNHraKsifPnJn","1.201€ - 1.500€","1.201€ - 1.500€"
"2448","R_reycVqxtTYVziRb","1.801€ - 2.100€","1.801€ - 2.100€"
"2449","R_3gYKRqD6IpFAC6c","2.101€ - 2.400€","2.101€ - 2.400€"
"2450","R_3CJzXfSKtwYLtBb","600€ or less","600€ or less"
"2451","R_10C29o0IuWKJBre","1.201€ - 1.500€","1.201€ - 1.500€"
"2452","R_3m49kfyIIHUrCLC","1.201€ - 1.500€","1.201€ - 1.500€"
"2453","R_1ocDFmJ8ckHMlzk","1.501€ - 1.800€","1.501€ - 1.800€"
"2454","R_2tnxEHBKUDTaHd4","600€ or less","600€ or less"
"2455","R_3oFUuhKOU9c8JZY","600€ or less","600€ or less"
"2456","R_DBLd65GfyHYmWfD","601€ - 900€","601€ - 900€"
"2457","R_3M9EHHAqA2hTGyG","1.501€ - 1.800€","1.501€ - 1.800€"
"2458","R_1EiC3wnf05iSHnJ","1.801€ - 2.100€","1.801€ - 2.100€"
"2459","R_2e2KLLUcNtVfOxZ","600€ or less","600€ or less"
"2460","R_3m3tNjnIltehVBi","1.201€ - 1.500€","1.201€ - 1.500€"
"2461","R_C7jzL46uRyOxXyx","2.101€ - 2.400€","2.101€ - 2.400€"
"2462","R_2ccoLpVhRg4ava2","601€ - 900€","601€ - 900€"
"2463","R_ODK0befytzAEZTX","600€ or less","600€ or less"
"2464","R_3KvH39tWVqX61QQ","2.101€ - 2.400€","2.101€ - 2.400€"
"2465","R_8ridH1p7ZVSHia5","2.101€ - 2.400€","2.101€ - 2.400€"
"2466","R_3prGGLj8o4k2Yd5","1.801€ - 2.100€","1.801€ - 2.100€"
"2467","R_1P4QhnCDZvrhxjW","1.501€ - 1.800€","1.501€ - 1.800€"
"2468","R_tLgN0gB4bbpejYd","2.751€ - 3.550€","2.751€ - 3.550€"
